setting,es,group,centile,rank,final.rank,effective.group
inpatient,4.01,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.02,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.03,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.04,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.05,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.06,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.07,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.08,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.09,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.1,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.11,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.12,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.13,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.14,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.15,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.16,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.17,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.18,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.19,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.2,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.21,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.22,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.23,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.24,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.25,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.26,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.27,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.28,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.29,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.3,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.31,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.32,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.33,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.34,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.35,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.36,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.37,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.38,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.39,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.4,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.41,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.42,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.43,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.44,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.45,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.46,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.47,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.48,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.49,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.5,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.51,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.52,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.53,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.54,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.55,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.56,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.57,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.58,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.59,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.6,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.61,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.62,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.63,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.64,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.65,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.66,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.67,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.68,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.69,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.7,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.71,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.72,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.73,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.74,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.75,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.76,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.77,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.78,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.79,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.8,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.81,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.82,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.83,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.84,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.85,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.86,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.87,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.88,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.89,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.9,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.91,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.92,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.93,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.94,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.95,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.96,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.97,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.98,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,4.99,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.01,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.02,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.03,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.04,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.05,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.06,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.07,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.08,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.09,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.1,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.11,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.12,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.13,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.14,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.15,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.16,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.17,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.18,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.19,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.2,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.21,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.22,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.23,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.24,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.25,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.26,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.27,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.28,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.29,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.3,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.31,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.32,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.33,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.34,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.35,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.36,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.37,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.38,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.39,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.4,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.41,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.42,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.43,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.44,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.45,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.46,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.47,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.48,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.49,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.5,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.51,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.52,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.53,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.54,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.55,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.56,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.57,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.58,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.59,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.6,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.61,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.62,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.63,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.64,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.65,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.66,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.67,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.68,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.69,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.7,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.71,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.72,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.73,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.74,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.75,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.76,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.77,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.78,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.79,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.8,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.81,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.82,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.83,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.84,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.85,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.86,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.87,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.88,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.89,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.9,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.91,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.92,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.93,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.94,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.95,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.96,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.97,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.98,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,5.99,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.01,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.02,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.03,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.04,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.05,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.06,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.07,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.08,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.09,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.1,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.11,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.12,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.13,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.14,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.15,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.16,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.17,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.18,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.19,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.2,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.21,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.22,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.23,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.24,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.25,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.26,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.27,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.28,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.29,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.3,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.31,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.32,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.33,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.34,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.35,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.36,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.37,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.38,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.39,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.4,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.41,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.42,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.43,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.44,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.45,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.46,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.47,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.48,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.49,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.5,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.51,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.52,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.53,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.54,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.55,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.56,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.57,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.58,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.59,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.6,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.61,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.62,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.63,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.64,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.65,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.66,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.67,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.68,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.69,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.7,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.71,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.72,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.73,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.74,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.75,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.76,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.77,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.78,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.79,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.8,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.81,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.82,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.83,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.84,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.85,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.86,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.87,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.88,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.89,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.9,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.91,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.92,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.93,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.94,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.95,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.96,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.97,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.98,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,6.99,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.01,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.02,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.03,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.04,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.05,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.06,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.07,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.08,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.09,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.1,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.11,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.12,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.13,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.14,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.15,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.16,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.17,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.18,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.19,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.2,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.21,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.22,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.23,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.24,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.25,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.26,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.27,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.28,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.29,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.3,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.31,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.32,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.33,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.34,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.35,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.36,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.37,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.38,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.39,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.4,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
inpatient,7.41,depression,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
